state_name,land_use_name,hour_of_crash,atmospheric_conditions_name,consecutive_number,body_type_name,number_of_fatalities
Indiana,Rural,0,Clear,180165,4-Door Sedan/Hardtop,1
Georgia,Rural,16,Clear,130582,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Alabama,Rural,10,Clear,10804,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
California,Rural,17,Clear,61384,Motorcycle,1
Nebraska,Rural,11,Clear,310023,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Georgia,Rural,9,Clear,130595,Farm Equipment Other Than Trucks,1
Georgia,Rural,10,Clear,130850,Motorcycle,1
Nebraska,Rural,18,Clear,310119,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Alabama,Rural,13,Clear,10569,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Alabama,Rural,13,Clear,10569,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Oklahoma,Rural,14,Clear,400526,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Mississippi,Rural,3,Clear,280359,Standard Pickup,1
Oklahoma,Rural,23,Clear,400121,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Rural,20,Clear,130920,Motorcycle,1
California,Rural,20,Clear,61725,Motorcycle,1
Nebraska,Rural,19,Clear,310189,Standard Pickup,1
Tennessee,Rural,14,Clear,470572,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
California,Rural,17,Clear,60799,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Idaho,Rural,20,Clear,160116,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
South Carolina,Rural,22,Clear,450827,Standard Pickup,2
Washington,Rural,19,Clear,530275,Standard Pickup,1
Mississippi,Rural,7,Clear,280175,Other or Unknown Automobile Type,1
Mississippi,Rural,11,Clear,280180,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
New Mexico,Rural,16,Clear,350080,Minivan,1
Oklahoma,Rural,19,Clear,400367,Standard Pickup,1
Georgia,Rural,15,Clear,130953,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Nebraska,Rural,19,Clear,310143,4-Door Sedan/Hardtop,1
Georgia,Rural,18,Clear,130221,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Louisiana,Rural,0,Clear,220649,4-Door Sedan/Hardtop,1
Georgia,Rural,14,Clear,130588,Motorcycle,1
Oregon,Rural,13,Clear,410196,Standard Pickup,1
Washington,Rural,3,Clear,530232,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Oregon,Rural,11,Clear,410107,Standard Pickup,1
Missouri,Rural,19,Clear,290600,Farm Equipment Other Than Trucks,1
Missouri,Rural,21,Clear,290093,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Maryland,Rural,6,Clear,240246,Motorcycle,1
Indiana,Rural,2,Clear,180363,2-Door Sedan/Hardtop/Coupe,1
Arkansas,Rural,16,Clear,50113,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
California,Rural,10,Clear,60620,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
California,Rural,99,Clear,60270,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2
Missouri,Rural,21,Clear,290352,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Arizona,Rural,7,Clear,40853,Standard Pickup,1
Oregon,Rural,21,Clear,410285,Standard Pickup,1
Indiana,Rural,1,Clear,180318,2-Door Sedan/Hardtop/Coupe,1
Alabama,Rural,18,Clear,10371,Standard Pickup,1
Louisiana,Rural,20,Clear,220702,4-Door Sedan/Hardtop,1
California,Rural,5,Clear,61644,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Illinois,Rural,0,Clear,170663,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Illinois,Rural,23,Clear,170139,4-Door Sedan/Hardtop,1
California,Rural,23,Clear,60885,Motorcycle,1
Mississippi,Urban,12,Clear,280237,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Georgia,Urban,3,Clear,130003,Standard Pickup,1
Mississippi,Rural,14,Clear,280182,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Kentucky,Rural,7,Clear,210003,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,19,Clear,61680,Motorcycle,1
Missouri,Rural,14,Clear,290462,Motorcycle,1
Missouri,Rural,12,Clear,290565,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Missouri,Rural,11,Clear,290040,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Indiana,Rural,16,Clear,180085,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Georgia,Urban,3,Clear,130273,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Georgia,Urban,3,Clear,130273,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Georgia,Urban,2,Clear,131062,Motorcycle,1
California,Rural,18,Clear,61788,Motorcycle,1
California,Rural,18,Clear,61788,Standard Pickup,1
Arkansas,Rural,5,Clear,50359,Motorcycle,1
Nebraska,Rural,99,Clear,310066,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
Tennessee,Rural,14,Clear,470054,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
California,Rural,7,Clear,61839,Motorcycle,1
California,Rural,7,Clear,61839,4-Door Sedan/Hardtop,1
West Virginia,Rural,12,Clear,540016,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
West Virginia,Rural,0,Clear,540086,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
West Virginia,Rural,4,Clear,540130,Standard Pickup,1
West Virginia,Rural,14,Clear,540096,Standard Pickup,1
Mississippi,Rural,11,Clear,280632,Motorcycle,1
West Virginia,Rural,14,Clear,540031,Motorcycle,1
Maryland,Rural,9,Clear,240274,Other Van Type (Hi-Cube Van),1
West Virginia,Rural,15,Clear,540138,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Missouri,Rural,18,Clear,290218,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
South Carolina,Urban,9,Clear,450470,Motorcycle,1
South Carolina,Urban,9,Clear,450470,Large Van – Includes Van-Based Buses,1
California,Rural,3,Snow,63182,Standard Pickup,1
Minnesota,Rural,7,Rain,270219,4-Door Sedan/Hardtop,1
Montana,Rural,21,Rain,300127,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
California,Rural,16,Clear,60812,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
Florida,Rural,21,Clear,121037,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Louisiana,Rural,99,Unknown,220680,Standard Pickup,1
Virginia,Rural,5,Not Reported,510169,4-Door Sedan/Hardtop,1
Texas,Rural,19,Clear,483063,4-Door Sedan/Hardtop,1
Texas,Rural,9,Rain,481595,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Montana,Rural,18,Cloudy,300147,Station Wagon (Excluding Van and Truck-Based),1
Alabama,Rural,18,Cloudy,10857,Station Wagon (Excluding Van and Truck-Based),5
Alabama,Rural,21,Cloudy,10446,4-Door Sedan/Hardtop,1
Wisconsin,Rural,11,Clear,550272,Station Wagon (Excluding Van and Truck-Based),1
Washington,Rural,1,Clear,530188,Standard Pickup,1
Alabama,Rural,99,Clear,10670,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,16,Clear,121293,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Michigan,Rural,19,Clear,260487,"Other Motored Cycle Type (Mini-Bikes, Motor Scooters, Pocket Motorcycles,
Pocket Bikes) (Since 2008)",1
Texas,Rural,18,Clear,480672,Farm Equipment Other Than Trucks,1
Texas,Urban,20,Clear,482775,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Michigan,Rural,0,Clear,260450,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Rural,11,Clear,370161,Motorcycle,1
North Carolina,Rural,11,Clear,370161,4-Door Sedan/Hardtop,1
Texas,Urban,16,Clear,481466,Motorcycle,1
Texas,Urban,16,Clear,481466,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Texas,Rural,21,Clear,480692,Golf Cart (Since 2012),1
Michigan,Urban,23,Clear,260986,Golf Cart (Since 2012),1
Texas,Urban,20,Clear,483054,Motorcycle,1
Texas,Urban,12,Clear,480211,Motorcycle,1
Michigan,Rural,22,Clear,260485,Motorcycle,1
Florida,Rural,22,Clear,121285,Motorcycle,1
Florida,Urban,14,Clear,121047,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Virginia,Rural,11,Not Reported,510511,Motorcycle,1
Virginia,Urban,23,Not Reported,510586,Station Wagon (Excluding Van and Truck-Based),1
Colorado,Urban,16,Not Reported,80211,4-Door Sedan/Hardtop,1
Colorado,Rural,11,Not Reported,80445,Standard Pickup,1
New York,Rural,11,Cloudy,360419,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
New York,Rural,11,Cloudy,360419,Motorcycle,1
Florida,Urban,20,Rain,122247,Motorcycle,1
Florida,Urban,20,Rain,122247,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Louisiana,Rural,13,Cloudy,220167,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Oklahoma,Rural,20,Cloudy,400314,Standard Pickup,1
Wisconsin,Rural,0,Cloudy,550036,Standard Pickup,1
Montana,Rural,17,Cloudy,300140,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,2,Clear,61700,2-Door Sedan/Hardtop/Coupe,1
Oklahoma,Rural,15,Clear,400501,Motorcycle,1
Hawaii,Urban,1,Clear,150109,Standard Pickup,1
Illinois,Rural,16,Clear,170654,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
South Dakota,Rural,22,Clear,460076,Standard Pickup,1
California,Rural,19,Clear,60242,Motorcycle,1
Alabama,Rural,11,Clear,10853,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Wisconsin,Rural,8,Clear,550535,"Other Vehicle Type (Includes Go-Cart, Fork-Lift, City Street Sweeper,
Dune/Swamp Buggy, Golf Cart)",1
Arizona,Rural,6,Clear,40454,Motorcycle,1
Iowa,Rural,0,Clear,190323,Standard Pickup,1
Alabama,Rural,12,Clear,10219,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Louisiana,Urban,16,Clear,220662,Standard Pickup,1
Georgia,Urban,0,Clear,130622,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Mississippi,Urban,18,Clear,280220,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
California,Rural,0,Clear,61094,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Tennessee,Rural,19,Clear,470681,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Tennessee,Rural,11,Clear,470669,Farm Equipment Other Than Trucks,1
Louisiana,Rural,17,Clear,220538,Motorcycle,1
Alabama,Rural,9,Clear,10721,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Kentucky,Rural,19,Clear,210117,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Missouri,Rural,19,Clear,290225,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Alabama,Rural,21,Clear,10737,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Alabama,Rural,21,Clear,10737,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
West Virginia,Urban,4,Clear,540113,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,13,Clear,60966,Large Van – Includes Van-Based Buses,1
Indiana,Rural,7,Clear,180750,4-Door Sedan/Hardtop,1
New York,Rural,19,Cloudy,360556,Motorcycle,1
Louisiana,Rural,22,Clear,220295,ATV (All-Terrain Vehicle; Includes 3 or 4 Wheels),1
Michigan,Rural,2,Clear,260970,Standard Pickup,1
Michigan,Rural,21,Clear,260669,3-Door/2-Door Hatchback,1
Arizona,Urban,19,Clear,40045,4-Door Sedan/Hardtop,1
Texas,Urban,1,Clear,483458,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Texas,Urban,21,Clear,483518,4-Door Sedan/Hardtop,1
Michigan,Urban,1,Clear,260595,2-Door Sedan/Hardtop/Coupe,1
Michigan,Urban,5,Clear,260782,4-Door Sedan/Hardtop,1
Michigan,Urban,5,Clear,260782,Station Wagon (Excluding Van and Truck-Based),1
Texas,Urban,14,Clear,480154,Station Wagon (Excluding Van and Truck-Based),1
Michigan,Rural,5,Clear,260457,Motorcycle,1
Michigan,Rural,7,Clear,260636,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Michigan,Rural,6,Clear,260832,Large Van – Includes Van-Based Buses,1
Texas,Rural,20,Clear,480078,Station Wagon (Excluding Van and Truck-Based),1
Texas,Urban,6,Clear,482691,Standard Pickup,1
Texas,Urban,5,Clear,480426,2-Door Sedan/Hardtop/Coupe,1
Texas,Urban,19,Clear,482744,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Urban,21,Clear,481035,4-Door Sedan/Hardtop,1
Michigan,Urban,20,Clear,260594,Minivan,1
Texas,Urban,21,Clear,482089,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Texas,Urban,19,Clear,482004,Motorcycle,1
Texas,Rural,7,Clear,481306,4-Door Sedan/Hardtop,1
California,Rural,18,Clear,60002,Standard Pickup,1
California,Rural,18,Clear,60119,4-Door Sedan/Hardtop,1
North Carolina,Rural,15,Clear,370255,4-Door Sedan/Hardtop,1
Texas,Urban,22,Clear,483390,Standard Pickup,1
Michigan,Rural,9,Clear,260241,Standard Pickup,1
North Carolina,Rural,19,Clear,370314,4-Door Sedan/Hardtop,1
Michigan,Rural,15,Clear,260418,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
California,Rural,7,Clear,60017,4-Door Sedan/Hardtop,1
Michigan,Urban,20,Clear,260846,Standard Pickup,1
Texas,Urban,1,Clear,480870,4-Door Sedan/Hardtop,1
Texas,Urban,1,Clear,480870,4-Door Sedan/Hardtop,1
Montana,Rural,18,Clear,300012,Standard Pickup,1
Texas,Urban,20,Clear,480619,4-Door Sedan/Hardtop,1
Michigan,Urban,20,Clear,260082,4-Door Sedan/Hardtop,1
Texas,Urban,23,Clear,480030,Standard Pickup,1
Texas,Urban,17,Clear,480973,Station Wagon (Excluding Van and Truck-Based),1
Michigan,Urban,18,Clear,260419,Minivan,1
Michigan,Urban,17,Clear,260885,Unknown Body Type,1
Texas,Urban,23,Clear,480216,Unknown Body Type,1
Michigan,Urban,19,Clear,260958,Other or Unknown Automobile Type,1
Michigan,Urban,20,Clear,260182,Station Wagon (Excluding Van and Truck-Based),1
Texas,Urban,0,Clear,481787,Unknown Body Type,1
Texas,Urban,3,Clear,480680,"Cab Chassis-Based (Includes Light Stake, Light Dump, Light Tow, Rescue
Vehicles)",1
Texas,Urban,19,Clear,482831,Standard Pickup,1
Texas,Urban,21,Clear,480268,2-Door Sedan/Hardtop/Coupe,1
Mississippi,Urban,22,Clear,280367,2-Door Sedan/Hardtop/Coupe,1
New Jersey,Urban,19,Clear,340456,4-Door Sedan/Hardtop,1
Florida,Rural,21,Clear,120859,Station Wagon (Excluding Van and Truck-Based),1
Florida,Rural,9,Clear,121948,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Florida,Rural,9,Clear,121948,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,21,Clear,120914,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,0,Clear,121571,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Rural,3,Clear,121341,Standard Pickup,1
Florida,Rural,1,Clear,121161,4-Door Sedan/Hardtop,1
Florida,Rural,18,Clear,122681,Standard Pickup,1
Florida,Rural,18,Clear,122540,Standard Pickup,1
Florida,Rural,19,Clear,122447,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,20,Clear,121344,4-Door Sedan/Hardtop,1
South Dakota,Rural,17,Clear,460075,Minivan,1
South Dakota,Rural,18,Clear,460060,2-Door Sedan/Hardtop/Coupe,1
New York,Urban,22,Clear,360185,4-Door Sedan/Hardtop,1
Florida,Urban,18,Clear,120546,Station Wagon (Excluding Van and Truck-Based),1
Florida,Rural,3,Clear,120457,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,22,Clear,122800,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Rural,22,Clear,120473,4-Door Sedan/Hardtop,1
Louisiana,Rural,20,Clear,220437,4-Door Sedan/Hardtop,1
Virginia,Rural,18,Not Reported,510428,2-Door Sedan/Hardtop/Coupe,1
Virginia,Urban,17,Not Reported,510669,4-Door Sedan/Hardtop,1
Kansas,Rural,10,Not Reported,200362,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Virginia,Urban,12,Not Reported,510125,4-Door Sedan/Hardtop,1
Virginia,Urban,12,Not Reported,510125,4-Door Sedan/Hardtop,1
Virginia,Urban,19,Not Reported,510104,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Rural,23,Not Reported,510691,5-Door/4-Door Hatchback,1
California,Rural,7,"Fog, Smog, Smoke",60209,4-Door Sedan/Hardtop,1
Michigan,Urban,22,"Fog, Smog, Smoke",260690,4-Door Sedan/Hardtop,1
North Dakota,Rural,16,Unknown,380029,4-Door Sedan/Hardtop,1
Washington,Rural,3,Unknown,530028,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1
Washington,Rural,8,"Fog, Smog, Smoke",530405,Minivan,1
Florida,Rural,0,"Fog, Smog, Smoke",120418,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Washington,Rural,23,"Fog, Smog, Smoke",530466,4-Door Sedan/Hardtop,1
New Jersey,Urban,20,"Fog, Smog, Smoke",340534,2-Door Sedan/Hardtop/Coupe,1
Virginia,Urban,17,Not Reported,510547,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Urban,20,Not Reported,510265,Unknown Body Type,1
Virginia,Urban,17,Not Reported,510684,Minivan,1
Virginia,Urban,19,Not Reported,510592,Station Wagon (Excluding Van and Truck-Based),1
Oregon,Urban,18,Not Reported,410220,Standard Pickup,1
Colorado,Rural,22,Not Reported,80469,Standard Pickup,1
Colorado,Rural,12,Not Reported,80229,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Oregon,Urban,17,Not Reported,410171,5-Door/4-Door Hatchback,1
Virginia,Urban,2,Not Reported,510495,"Convertible (Excludes Sunroof, T-Bar)",1
Virginia,Urban,20,Not Reported,510556,4-Door Sedan/Hardtop,1
Virginia,Urban,19,Not Reported,510583,4-Door Sedan/Hardtop,1
Virginia,Urban,7,Not Reported,510571,4-Door Sedan/Hardtop,1
Virginia,Urban,15,Not Reported,510701,4-Door Sedan/Hardtop,1
Virginia,Urban,8,Not Reported,510433,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Urban,23,Not Reported,510725,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Virginia,Rural,22,Not Reported,510666,4-Door Sedan/Hardtop,1
Virginia,Rural,17,Not Reported,510618,Minivan,1
Virginia,Rural,15,Not Reported,510007,Unknown Body Type,1
Virginia,Rural,23,Not Reported,510123,4-Door Sedan/Hardtop,1
New Jersey,Urban,9,Not Reported,340265,4-Door Sedan/Hardtop,1
Virginia,Urban,20,Not Reported,510608,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Colorado,Urban,18,Not Reported,80477,Station Wagon (Excluding Van and Truck-Based),1
Colorado,Urban,21,Not Reported,80077,Unknown Body Type,1
Texas,Rural,21,Clear,481847,Standard Pickup,2
Texas,Rural,14,Clear,480227,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
North Carolina,Rural,1,Clear,370536,4-Door Sedan/Hardtop,1
North Carolina,Rural,21,Clear,370633,4-Door Sedan/Hardtop,1
North Carolina,Rural,23,Clear,370231,Unknown Body Type,1
Texas,Urban,23,Clear,480879,4-Door Sedan/Hardtop,1
Texas,Urban,23,Clear,480879,Unknown Body Type,1
Texas,Urban,23,Clear,480879,Unknown Body Type,1
California,Rural,17,Clear,60047,4-Door Sedan/Hardtop,1
Texas,Rural,15,Clear,482611,4-Door Sedan/Hardtop,1
Florida,Urban,20,Clear,121761,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,22,Clear,121925,4-Door Sedan/Hardtop,1
Florida,Urban,22,Clear,121423,4-Door Sedan/Hardtop,1
Florida,Urban,1,Clear,121766,4-Door Sedan/Hardtop,1
Florida,Urban,7,Clear,122012,Unknown Body Type,1
Florida,Urban,19,Clear,120563,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Florida,Urban,22,Clear,120595,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,22,Clear,120463,4-Door Sedan/Hardtop,1
Florida,Urban,6,Clear,122861,Large Van – Includes Van-Based Buses,1
Florida,Urban,18,Clear,122587,Standard Pickup,1
Florida,Urban,19,Clear,120467,4-Door Sedan/Hardtop,1
Florida,Urban,19,Clear,120467,4-Door Sedan/Hardtop,1
Florida,Urban,18,Clear,122456,4-Door Sedan/Hardtop,1
Florida,Urban,1,Clear,121016,4-Door Sedan/Hardtop,1
Florida,Urban,7,Clear,122237,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,6,Clear,120858,4-Door Sedan/Hardtop,1
Florida,Urban,2,Clear,121967,4-Door Sedan/Hardtop,1
Florida,Urban,5,Clear,122455,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Florida,Urban,4,Clear,120728,"Single-Unit Straight Truck or Cab-Chassis (GVWR > 26,000 lbs) (Since 2011)",1
Florida,Urban,22,Clear,120439,3-Door/2-Door Hatchback,1
Florida,Urban,21,Clear,121765,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,21,Clear,120619,4-Door Sedan/Hardtop,1
Florida,Urban,20,Clear,120788,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Florida,Urban,3,Clear,121673,Unknown Body Type,1
Florida,Urban,7,Clear,121437,2-Door Sedan/Hardtop/Coupe,1
Florida,Urban,5,Clear,122740,Minivan,1
Florida,Urban,8,Clear,121937,Unknown Body Type,1
Michigan,Urban,22,Cloudy,260096,Standard Pickup,1
Michigan,Urban,18,Cloudy,260861,4-Door Sedan/Hardtop,1
Michigan,Rural,11,Cloudy,260237,Unknown Body Type,1
California,Rural,21,Cloudy,60074,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
Michigan,Rural,20,Cloudy,260528,Standard Pickup,1
Michigan,Urban,20,Cloudy,260141,Station Wagon (Excluding Van and Truck-Based),1
Texas,Rural,8,Cloudy,483260,Unknown Body Type,1
Texas,Urban,20,Cloudy,481875,Standard Pickup,1
Michigan,Urban,19,Cloudy,260023,4-Door Sedan/Hardtop,1
Texas,Urban,23,Cloudy,480799,4-Door Sedan/Hardtop,1
Michigan,Rural,23,Cloudy,260144,2-Door Sedan/Hardtop/Coupe,1
California,Rural,18,Cloudy,60064,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
North Carolina,Rural,6,Cloudy,371212,Unknown (Pickup Style) Light Conventional Truck Type,1
Florida,Urban,23,Cloudy,120716,4-Door Sedan/Hardtop,1
Florida,Urban,19,Cloudy,122532,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,23,Cloudy,122454,Station Wagon (Excluding Van and Truck-Based),1
Florida,Urban,1,Cloudy,121858,Minivan,1
Texas,Urban,1,Cloudy,480667,4-Door Sedan/Hardtop,1
Texas,Urban,1,Cloudy,480667,Motorcycle,1
Michigan,Urban,21,Cloudy,260044,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Michigan,Urban,22,Cloudy,260788,Minivan,1
Texas,Urban,13,Cloudy,481351,"Medium/Heavy Pickup (GVWR > 10,000 lbs)",1
Michigan,Urban,21,Cloudy,260259,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Michigan,Urban,18,Cloudy,260076,"Compact Pickup (Gross Vehicle Weight, GVWR, < 4,500 lbs)",1
California,Rural,3,Cloudy,60009,2-Door Sedan/Hardtop/Coupe,1
Michigan,Urban,6,Cloudy,260116,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Michigan,Urban,6,Cloudy,260116,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Michigan,Urban,7,Cloudy,260822,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1
Michigan,Urban,5,Cloudy,260704,4-Door Sedan/Hardtop,1
New York,Urban,17,Cloudy,360184,4-Door Sedan/Hardtop,1
South Dakota,Rural,21,Cloudy,460063,Standard Pickup,1
Georgia,Urban,21,Clear,131057,4-Door Sedan/Hardtop,1
Ohio,Urban,17,Snow,390976,Unknown Body Type,1
Indiana,Urban,5,Snow,180762,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),1
Texas,Urban,14,Rain,480575,4-Door Sedan/Hardtop,1
Michigan,Rural,3,Rain,260408,Standard Pickup,1
North Carolina,Rural,18,Rain,370090,4-Door Sedan/Hardtop,1
Michigan,Urban,20,Rain,260789,Minivan,1
Florida,Urban,20,Rain,122688,Standard Pickup,1
Florida,Urban,20,Rain,122688,4-Door Sedan/Hardtop,1
Florida,Urban,20,Rain,122688,Unknown Body Type,1
New York,Rural,23,Rain,360534,Standard Pickup,1
Florida,Urban,13,Rain,121706,4-Door Sedan/Hardtop,1
Florida,Urban,20,Rain,120559,4-Door Sedan/Hardtop,1
Florida,Urban,20,Rain,120559,4-Door Sedan/Hardtop,1
New Jersey,Urban,22,Rain,340248,2-Door Sedan/Hardtop/Coupe,1
Maryland,Urban,20,Rain,240458,Standard Pickup,1
Georgia,Urban,22,Rain,130510,4-Door Sedan/Hardtop,1
Georgia,Urban,22,Rain,130510,Minivan,1
Georgia,Urban,22,Rain,130510,Unknown Body Type,1
New Jersey,Urban,21,Rain,340078,4-Door Sedan/Hardtop,1
New York,Rural,18,Rain,360117,Unknown Body Type,1
Ohio,Urban,18,Rain,391034,4-Door Sedan/Hardtop,1
Indiana,Rural,22,Rain,180128,4-Door Sedan/Hardtop,1
Washington,Urban,21,Rain,530524,2-Door Sedan/Hardtop/Coupe,1
